Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Telephone;Web;Mail;Segpa;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Type_contrat_prive;code_nature;Code_type_contrat_prive
0261394Z;Collège privé du Cédre;Collège;Privé;475713276;;secretariat@epc.asso.fr;0;;;0;HORS CONTRAT;340;10
0291640A;Collège Saint-Joseph;Collège;Privé;02 98 68 11 92;https://www.stjo-landi.fr;ce.0291640A@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0271074W;Lycée professionnel privé Jeanne d'Arc - Saint Anselme;Lycée;Privé;232431503;;ce.0271074W@ac-normandie.fr;0;;;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
0350883V;Collège Jeanne d'Arc;Collège;Privé;02 99 98 62 47;http://www.jeannedarcstbrice.com;ce.0350883V@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0920936T;Collège Sainte-Jeanne d'Arc;Collège;Privé;01 45 34 23 89;http://jda92.org/;0920936T@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0271911F;Campus lycéen international normand Louis de Broglie;Lycée;Public;;;ce.0271911F@ac-normandie.fr;0;;;0;SANS OBJET;300;99
0251057N;Collège privé Saint-Maimboeuf;Collège;Privé;03 81 94 91 79;https://groupe-scolaire-saint-maimboeuf.fr/;ce.0251057n@ac-besancon.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0280717C;Section d'enseignement général et professionnel adapté du Collège Pierre Marie Curie;Collège;Public;237630600;;ce.0280717C@ac-orleans-tours.fr;0;;;0;SANS OBJET;390;99
0611099N;Collège Jeanne d'Arc;Collège;Privé;02 33 12 26 30;http://www.jand-argentan.fr;ce.0611099n@ac-normandie.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0280868S;Section d'enseignement général et professionnel adapté du Collège Anatole France;Collège;Public;237452416;;ce.0280868S@ac-orleans-tours.fr;0;;;0;SANS OBJET;390;99
0840079E;Collège Saint-Charles;Collège;Privé;04 90 78 04 88;https://www.lasallesaintcharles84.org/;;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0281103X;Section d'enseignement général et professionnel adapté du Collège privé St Pierre - St Paul;Collège;Privé;237630290;;ce.0281103x@ac-orleans-tours.fr;0;;;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;390;30
0441982R;Lycée privé de Bretagne;Lycée;Privé;02 40 49 21 57;https://bretagne.paysdelaloire.e-lyco.fr/;gestion.lyceedebretagne@hotmail.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0290321S;Section d'enseignement professionnel du lycée Paul Sérusier;Lycée;Public;298992929;;ce.0290321S@ac-rennes.fr;0;;;0;SANS OBJET;334;99
0121429N;Lycée professionnel privé Louis Querbes;Lycée;Privé;05 65 77 14 80;http://www.querbes.net;lycee@querbes.net;0;0;0;1;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
0120061B;Lycée général et technologique privé Saint-Joseph;Lycée;Privé;05 65 45 01 13;http://lycee.stjoseph.free.fr;0121255z@ac-toulouse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0291715G;Section d'enseignement professionnel du lycée Vauban;Lycée;Public;298032302;;ce.0291715G@ac-rennes.fr;0;;;0;SANS OBJET;334;99
0121174L;Collège Saint-Martin;Collège;Privé;05 65 47 03 98;https://saintmartin12.fr/wordpress/;0121174l@ac-toulouse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0693243A;Collège la Xavière;Collège;Privé;04 78 96 47 50;https://www.cslaxaviere.fr;clg.laxaviere.chap@cslaxaviere.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0660065M;Collège privé Notre-Dame-des-Anges;Collège;Privé;04 68 64 17 71;http://www.college-nda-66.com;directeur@college-nda-66.com;1;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0830128N;Lycée professionnel privé la Colette;Lycée;Privé;04 94 41 70 89;https://www.lacolette.org/;ce.0830128n@ac-nice.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
0292046S;Section d'enseignement général et professionnel adapté du Collège privé Saint François-Notre Dame;Collège;Privé;298830944;;ce.0292046S@ac-rennes.fr;0;;;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;390;30
0753598D;Lycée privé Sévigné;Lycée;Privé;01 53 10 14 14;http://www.collegesevigne.org;secretariatsecondaire@collegesevigne.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0292121Y;Section d'enseignement professionnel du Lycée polyvalent Dupuy de Lôme;Lycée;Public;298450381;;ce.0292121Y@ac-rennes.fr;0;;;0;SANS OBJET;334;99
0311169C;Collège Saint-Louis;Collège;Privé;05 34 25 08 81;https://www.collegesaintlouis.fr/;0311169c@ac-toulouse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0292331B;Ecole privée Notre-Dame des Flots - Brest;Collège;Privé;660678400;;college.ndf@gmail.com;0;;;0;HORS CONTRAT;340;10
0622115M;Collège Sainte-Ide;Collège;Privé;03 21 14 72 47;https://sainteide.org/;ce.0622115m@ac-lille.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0300994T;Section d'enseignement général et professionnel adapté du Collège Jean Moulin;Collège;Public;466542260;;ce.0301013n@ac-montpellier.fr;0;;;0;SANS OBJET;390;99
0692945B;Collège Immaculée Conception;Collège;Privé;04 72 13 12 80;https://college-immac.immaculee.net/;immaculee.conception@immaculee.net;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0301569T;Section d'enseignement général et professionnel adapté du Collège Elsa Triolet;Collège;Public;466591371;;ce.0301282f@ac-montpellier.fr;0;;;0;SANS OBJET;390;99
0331507J;Collège Saint-Joseph;Collège;Privé;05 57 55 38 90;http://www.stjo-libourne.com;accueil@stjo-libourne.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0301659R;Section d'enseignement professionnel du Lycée Ernest Hemingway;Lycée;Public;466049373;;ce.0300027s@ac-montpellier.fr;0;;;0;SANS OBJET;334;99
0870865T;Collège privé Jeanne d'Arc;Collège;Privé;05 55 11 94 00;http://www.chdf.fr;secretariat.jda@chdf.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0301783A;Section d'enseignement professionnel du lycée Jacques Prévert;Lycée;Public;466600850;;ce.0301778v@ac-montpellier.fr;0;;;0;SANS OBJET;334;99
0121256A;Collège Jeanne d'Arc;Collège;Privé;05 65 98 10 90;https://jeanne-darc-staffrique.mon-ent-occitanie.fr/;0121256a@ac-toulouse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0301797R;Section d'enseignement professionnel privée du lycée polyvalent privé Emmanuel d'Alzon;Lycée;Privé;;;ce.0300080z@ac-montpellier.fr;0;;;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;334;30
9740072K;Collège privé La Salle Saint-Michel;Collège;Privé;02 62 90 92 92;http://www.stmichel.re/;college@stmichel.re;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0301807B;Section d'enseignement professionnel privée du lycée polyvalent d'Alzon Saint-Félix;Lycée;Privé;;;;0;;;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;334;30
0370733W;Collège privé le Jouteux;Collège;Privé;02 47 97 71 24;https://saintgermainlejouteux.fr/le-college/;ce.0370733w@ac-orleans-tours.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0311326Y;Section d'enseignement général et professionnel adapté du Collège Voltaire;Collège;Public;561788727;;ce.0311326Y@ac-toulouse.fr;0;;;0;SANS OBJET;390;99
0050039R;Lycée professionnel Pierre et Louis Poutrain;Lycée;Privé;04 92 55 92 28;http://lyceepoutrain.fr;direction@lyceepoutrain.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
0311691V;Section d'enseignement général et professionnel adapté du Collège André Malraux;Collège;Public;562881350;;ce.0311691V@ac-toulouse.fr;0;;;0;SANS OBJET;390;99
0010075B;Lycée Saint-Joseph;Lycée;Privé;04 78 55 29 66;https://www.saintjoseph01.fr/;contact@saintjoseph01.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0311758T;Ecole générale et technologique privée de photographie et d'audiovisuel;Lycée;Privé;534401200;;ce.0311758T@ac-toulouse.fr;0;;;0;HORS CONTRAT;300;10
0500122L;Collège Notre-Dame;Collège;Privé;02 33 54 30 45;http://notredame-saintpierreeglise.fr/;ce.0500122l@ac-normandie.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0060744B;Collège Notre-Dame du Sacré-Coeur;Collège;Privé;04 92 10 56 10;http://www.villablanche-menton.fr;ce.0060744b@ac-nice.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0312527D;Cours secondaire privé la Clairière;Lycée;Privé;561444349;;ce.0312527D@ac-toulouse.fr;0;;;0;HORS CONTRAT;302;10
0910980W;Collège Moreau;Collège;Privé;01 69 01 00 20;http://www.college-moreau.fr/;0910980W@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0312788M;Section d'enseignement général et technologique du Lycée professionnel Gabriel Péri;Lycée;Public;562737710;;ce.0312788M@ac-toulouse.fr;0;;;0;SANS OBJET;335;99
0941714C;Collège Albert de Mun;Collège;Privé;01 48 73 79 91;http://www.albertdemun.fr;ce.0941714c@ac-creteil.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0312798Y;Cours secondaire privé hors contrat ALIF;Collège;Privé;;;contact@institut-prive-alif.fr;0;;;0;HORS CONTRAT;340;10
0560169E;Collège Saint-Joseph - La Salle;Collège;Privé;02 99 90 60 23;http://collegestjolaroche.free.fr;ce.0560169E@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0312882P;Section d'enseignement général et technologique du Lycée professionnel Urbain Vitry;Lycée;Public;;;ce.0312882P@ac-toulouse.fr;0;;;0;SANS OBJET;335;99
0783297K;Lycée Le Bon Sauveur;Lycée;Privé;01 30 15 92 92;http://www.bs78.net;secretariat.college.lycee@bs78.org;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0312917C;Section d'enseignement professionnel du lycée polyvalent Léon Blum;Lycée;Public;;;ce.0312917C@ac-toulouse.fr;0;;;0;SANS OBJET;334;99
0950785M;Lycée Notre-Dame;Lycée;Privé;01 39 81 22 98;http://www.ind-sannois.fr;accueil@ind-sannois.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0312981X;Collège privé Internationnal School of Toulouse;Collège;Privé;;;ist@intst.net;0;;;0;HORS CONTRAT;340;10
0851295W;Collège l'Espérance;Collège;Privé;02 51 40 24 86;http://www.lesperance-vendee.com;college.esperance@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0313051Y;COLLEGE PRIVE LA BOETIE;Collège;Privé;782403895;;contact@ecolelaboetie.com;0;;;0;HORS CONTRAT;340;10
0781601S;Collège Perceval;Collège;Privé;01 39 52 16 64;https://ecoleperceval.org/;0781601S@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0313059G;COLLEGE PRIVE ARBORESCENCES 31;Collège;Privé;618429256;;arborescences31@gmail.com;0;;;0;HORS CONTRAT;340;10
0660768B;Lycée privé Saint-Louis de Gonzague;Lycée;Privé;04 68 61 23 91;http://www.gonzague.com/index.php;secretariat@gonzague.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0313115T;Collège privé hors contrat l'école de l'Elan vert;Collège;Privé;688169633;;direction@lelanvert.fr;0;;;0;HORS CONTRAT;340;10
0930960N;Lycée professionnel privé ORT Daniel Mayer;Lycée;Privé;01 49 88 46 50;https://ort-france.fr/montreuil;ce.0930960n@ac-creteil.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
0332282B;Lycée agricole privé de Villenave;Lycée;Privé;556844790;;administration@isnab.fr;0;;;0;SOUS CONTRAT ETABLISSEMENT AGRICOLE;320;60
0132907P;Collège Sévigné;Collège;Privé;04 91 66 22 75;http://www.sevigne-db13.com;college.sevigne13@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0332800P;Section d'enseignement professionnel du Lycée polyvalent G Eiffel;Lycée;Public;556338300;;ce.0332800P@ac-bordeaux.fr;0;;;0;SANS OBJET;334;99
0783342J;Collège Sainte-Thérèse;Collège;Privé;01 30 05 63 10;http://www.college-ste-therese.com;0783342J@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0332801R;Section d'enseignement professionnel du Lycée polyvalent Jean Renou;Lycée;Public;556610515;;ce.0332801R@ac-bordeaux.fr;0;;;0;SANS OBJET;334;99
0500119H;Lycée Institution Sévigné;Lycée;Privé;02 33 50 03 64;http://www.institutionsevigne.org/;ce.0500119h@ac-normandie.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0332834B;Section d'enseignement professionnel du Lycée polyvalent Les Iris;Lycée;Public;557801060;;ce.0332834B@ac-bordeaux.fr;0;;;0;SANS OBJET;334;99
0331490R;Collège Lestonnac;Collège;Privé;05 56 21 94 70;http://college-lestonnac.com;ce.0331490r@ac-bordeaux.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0332880B;Ecole technique privée Ambre Select Académie;Lycée;Privé;557613134;;academie@ambre-select.com;0;;;0;HORS CONTRAT;320;10
0311209W;Collège privé sous contrat La Providence;Collège;Privé;05 61 24 15 16;http://www.laprovidencerevel.fr/;0311209w@ac-toulouse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0333301J;SCHOOL EFMDN BEAUTY;Lycée;Privé;787352436;;efmdn.beauty@gmail.com;0;;;0;HORS CONTRAT;320;10
0650738Z;Collège Saint-Vincent;Collège;Privé;05 62 95 01 32;http://www.ecolecollege-stvincentbagneres65.fr/;0650738z@ac-toulouse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0333509K;Collège privé La Chrysalide - Captieux;Collège;Privé;647441568;;mlecoze@orange.fr;0;;;0;HORS CONTRAT;340;10
0133446A;Lycée Hamaskaïne;Lycée;Privé;04 91 93 75 25;https://hamaskaine.org/;secretariat@hamaskaine-france.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0341029J;Section d'enseignement général et professionnel adapté du Collège Croix d'Argent;Collège;Public;467429415;;ce.0340053y@ac-montpellier.fr;0;;;0;SANS OBJET;390;99
0450764L;Lycée professionnel privé Blanche de Castille;Lycée;Privé;02 38 30 23 88;https://www.ecbg45.fr/lycee-ufa;ce.0450764l@ac-orleans-tours.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
0341123L;Ecole professionnelle privée Silvya Terrade Béziers;Lycée;Privé;467287019;;ce.0341123l@ac-montpellier.fr;0;;;0;HORS CONTRAT;320;10
0950804H;Lycée professionnel de la communication et industries graphiques Notre famille;Lycée;Privé;01 34 35 31 20;https://www.institutionsaintstanislas.fr/;viescolaire@lpcig-notrefamille.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
0341552C;Section d'enseignement général et professionnel adapté du Collège Jean Bene;Collège;Public;467981155;;ce.0340837a@ac-montpellier.fr;0;;;0;SANS OBJET;390;99
0690522T;Lycée Aux Lazaristes - La Salle site Fourvière;Lycée;Privé;04 72 77 13 90;https://www.auxlazaristes.fr/;secretariat.direction@auxlazaristes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0341827B;Section d'enseignement professionnel du Lycée Louis Feuillade;Lycée;Public;467835100;;ce.0340030y@ac-montpellier.fr;0;;;0;SANS OBJET;334;99
0132911U;Collège Notre-Dame de France;Collège;Privé;04 91 37 17 55;http://www.ndfrance.org/;college@ndfrance.org;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0341829D;Section d'enseignement professionnel du Lycée Jules Guesde;Lycée;Public;467103370;;ce.0340040j@ac-montpellier.fr;0;;;0;SANS OBJET;334;99
0251586N;Collège privé Sainte-Ursule;Collège;Privé;03 81 52 99 51;http://www.stefamille-steursule.fr/;ce.0251586n@ac-besancon.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0341901G;Section d'enseignement général et professionnel adapté du Collège Ambrussum;Collège;Public;467715110;;ce.0341825z@ac-montpellier.fr;0;;;0;SANS OBJET;390;99
0030981A;Collège Saint-Joseph;Collège;Privé;04 70 28 76 36;http://www.saintelouise.fr/;ce.0030981A@ac-clermont.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0341997L;Section d'enseignement général et professionnel adapté du Collège Marcel Pagnol;Collège;Public;467274209;;ce.0341592w@ac-montpellier.fr;0;;;0;SANS OBJET;390;99
0762563Y;Collège Fénelon;Collège;Privé;02 32 96 98 32;http://www.fenelon-elbeuf.org/;institution.fenelon@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0342118T;Section d'enseignement général et professionnel adapté du collège Marcel Pagnol;Collège;Public;467399999;;ce.0341388z@ac-montpellier.fr;0;;;0;SANS OBJET;390;99
0491922Y;Collège Urbain Mongazon;Collège;Privé;02 41 66 41 33;http://www.mongazon.org/;secretariat-college@mongazon.org;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0342119U;Section d'enseignement général et professionnel adapté du collège de la Petite Camargue;Collège;Public;499632140;;ce.0342076x@ac-montpellier.fr;0;;;0;SANS OBJET;390;99
0440279P;Lycée polyvalent la Baugerie;Lycée;Privé;02 40 80 66 95;https://www.la-joliverie.com/;accueil-bau@la-joliverie.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;306;30
0342243D;Section d'enseignement générale et professionnel adapté du collège;Collège;Public;499572080;;ce.0342224h@ac-montpellier.fr;0;;;0;SANS OBJET;390;99
0541452K;Collège Sainte-Chrétienne La Salle;Collège;Privé;03 82 26 51 26;https://saintechretiennelonguyon.fr/;ecole-college-stechretienne@orange.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0342370S;Section d'enseignement général et techno;Lycée;Public;467104010;;ce.0341385w@ac-montpellier.fr;0;;;0;SANS OBJET;335;99
0391146J;Lycée polyvalent privé Pasteur Mont Roland;Lycée;Privé;03 84 79 66 00;https://groupemontroland.fr;ce.0391146j@ac-besancon.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;306;30
0351789E;Section d'enseignement professionnel du lycée P. Mendès-France;Lycée;Public;299278282;;ce.0350030T@ac-rennes.fr;0;;;0;SANS OBJET;334;99
0671552Y;Lycée privé Gymnase Jean Sturm;Lycée;Privé;03 88 15 77 10;http://www.legymnase.eu;contact-jeansturm@legymnase.eu;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0251589S;Collège privé Notre-Dame Institution Notre-Dame Saint-Jean;Collège;Privé;03 81 47 42 20;http://www.notredamesaintjean.com;ce.0251589s@ac-besancon.fr;1;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0693491V;Collège Beth Menahem;Collège;Privé;04 78 68 02 03;;beth-menahem@yahoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0352910Y;Ecole privée hors contrat HOLISKOL;Collège;Privé;662450173;;segolene@sdncoaching.fr;0;;;0;HORS CONTRAT;340;10
0761325C;Collège Montesquieu - Sainte-Marie;Collège;Privé;02 35 42 48 91;https://www.ensemblescolaire-jeannedarc.fr/college/college-presentation/le-college;administratif.montesquieu@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0353039N;Collège privé HC Montessori Workshop St-Grégoire;Collège;Privé;659290642;;direction@thefamilyworkshop.fr;0;;;0;HORS CONTRAT;340;10
0221744B;Collège Notre-Dame de la Victoire;Collège;Privé;02 96 85 89 20;http://www.cordeliers-ndvictoire.org;ce.0221744B@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0353069W;Collège privé hors-contrat Notre-Dame Auxiliatrice;Collège;Privé;;;;0;;;0;HORS CONTRAT;340;10
0350808N;Lycée Jeanne d'Arc;Lycée;Privé;02 99 75 22 39;http://www.jeanne-darc-vitre.fr/lycee-general;ce.0350808N@ac-rennes.fr;0;0;0;1;CONTRAT D'ASSOCIATION TOUTES CLASSES;306;30
0360010R;Section d'enseignement professionnel du Lycée polyvalent Blaise Pascal;Lycée;Public;254535500;;ce.0360010R@ac-orleans-tours.fr;0;;;0;SANS OBJET;334;99
0133278T;Collège Notre-Dame de la Major;Collège;Privé;04 91 90 28 19;http://www.ndm-marseille.org;college.nd.major@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0360618B;Section d'enseignement général et professionnel adapté du Collège Les Menigouttes;Collège;Public;254370547;;ce.0360618B@ac-orleans-tours.fr;0;;;0;SANS OBJET;390;99
0141216W;Collège Maîtrise Notre-Dame;Collège;Privé;02 31 36 16 60;http://www.college-notre-dame.fr;ce.0141216w@ac-normandie.fr;1;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0360659W;Section d'enseignement général et professionnel adapté du Collège Romain Rolland;Collège;Public;254346230;;ce.0360659W@ac-orleans-tours.fr;0;;;0;SANS OBJET;390;99
0271450E;Collège Saint-Ouen;Collège;Privé;02 32 20 31 80;http://www.groupe-saint-ouen.fr;;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0360820W;Section d'enseignement professionnel du Lycée polyvalent privé Saint Cyr;Lycée;Privé;254035300;;ce.0360820w@ac-orleans-tours.fr;0;;;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;334;30
0690672F;Collège Saint-Viateur;Collège;Privé;04 74 89 30 66;https://webmaster2092.wixsite.com/college-st-viateur;secretariat@saint-viateur.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0360874E;Ecole secondaire La Maison des Enfants;Collège;Privé;666869127;;valerie.evano@laposte.net;0;;;0;HORS CONTRAT;340;10
0530054W;Collège Saint-Joseph;Collège;Privé;02 43 98 80 68;http://stjo-cosse.lamayenne.e-lyco.fr;saintjocosse@orange.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0370889R;Section d'enseignement général et professionnel adapté du Collège Choiseul;Collège;Public;247236600;;ce.0370889R@ac-orleans-tours.fr;0;;;0;SANS OBJET;390;99
0920916W;Lycée La Source;Lycée;Privé;01 46 26 99 88;http://www.ecolelasource.org;la-tour@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0370992C;Section d'enseignement général et professionnel adapté du Collège Pierre Corneille;Collège;Public;247464054;;ce.0370992C@ac-orleans-tours.fr;0;;;0;SANS OBJET;390;99
0810100U;Lycée professionnel privé Saint-Dominique;Lycée;Privé;05 63 54 24 23;http://www.saintdoalbi.fr;accueil@saintdoalbi.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
0371160K;Section d'enseignement général et professionnel adapté du Collège Jean Zay;Collège;Public;247982626;;ce.0371160K@ac-orleans-tours.fr;0;;;0;SANS OBJET;390;99
0781974X;Lycée Saint-Exupéry;Lycée;Privé;01 30 58 37 00;https://www.saint-exupery78.com/;contact@ecolesaintexupery.com;0;0;0;0;CONTRAT ASSOCIATION PARTIE DES CLASSES;300;31
0371258S;Section d'enseignement professionnel du Lycée polyvalent Thérèse Planiol;Lycée;Public;247911600;;ce.0371258S@ac-orleans-tours.fr;0;;;0;SANS OBJET;334;99
0840072X;Lycée Saint-Joseph;Lycée;Privé;04 90 14 56 00;http://www.stjoavignon.com;secretariat@stjoavignon.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0371289A;Section d'enseignement général et professionnel adapté du Collège André Bauchant;Collège;Public;247562057;;ce.0371289A@ac-orleans-tours.fr;0;;;0;SANS OBJET;390;99
0932618R;Lycée technologique privé Robert Schuman;Lycée;Privé;01 48 37 74 26;http://www.lyceerobertschuman.com/;administration@lyceerobertschuman.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;301;30
0371290B;Section d'enseignement général et professionnel adapté du Collège Georges Besse;Collège;Public;247911060;;ce.0371290B@ac-orleans-tours.fr;0;;;0;SANS OBJET;390;99
0941724N;Lycée professionnel Claude Nicolas Ledoux - EBTP;Lycée;Privé;01 48 08 11 21;http://ledoux-ebtp.com;secretariat@ebtp.info;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
0691649T;Collège Jeanne d'Arc;Collège;Privé;04 78 49 05 27;https://college-jeanne-arc.immaculee.net/;accueiljdarc@outlook.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0371590C;Section d'enseignement général et technologique du Lycée professionnel Victor Laloux;Lycée;Public;247748800;;ce.0371590C@ac-orleans-tours.fr;0;;;0;SANS OBJET;335;99
0120080X;Collège Notre-Dame;Collège;Privé;05 65 69 01 86;https://notre-dame.mon-ent-occitanie.fr/;0120080x@ac-toulouse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0371591D;Section d'enseignement général et technologique du Lycée professionnel Jean Chaptal;Lycée;Public;247234620;;ce.0371591D@ac-orleans-tours.fr;0;;;0;SANS OBJET;335;99
0752882A;Collège privé Paul Claudel d'Hulst;Collège;Privé;01 44 18 63 83;http://www.paulclaudel-hulst.fr/;;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0382175H;Section d'enseignement général et professionnel adapté du Collège Salvador Allende;Collège;Public;474934355;;ce.0382175H@ac-grenoble.fr;0;;;0;SANS OBJET;390;99
0754006X;Collège privé Notre-Dame de Lourdes;Collège;Privé;01 40 30 33 75;http://www.ndl75.fr/;secretariatndl@magic.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0382269K;Section d'enseignement général et professionnel adapté du Collège La Moulinière;Collège;Public;476771108;;ce.0382269K@ac-grenoble.fr;0;;;0;SANS OBJET;390;99
0753992G;Collège privé Saint-Joseph;Collège;Privé;01 56 56 80 00;http://www.stjoseph-grenelle.fr/;st-joseph75015@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0382425E;Section d'enseignement général et professionnel adapté du Collège Jongkind;Collège;Public;474202046;;ce.0382425E@ac-grenoble.fr;0;;;0;SANS OBJET;390;99
0421658Z;Collège Raoul Follereau;Collège;Privé;04 77 54 20 19;http://www.maristes-raoulfollereauchazelles.com/fr/;accueil@col-follereau.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
